시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,계약년월,계약일,지분구분,건축년도
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,18.59, ,"14,000",null,201712,12, ,1978
서울특별시 강남구 논현동,집합,2**,봉은사로37길,제2종일반주거,제1종근린생활,8m미만,61.27, ,"23,308",null,201712,14, ,2016
서울특별시 강남구 논현동,집합,2**,봉은사로37길,제2종일반주거,제1종근린생활,8m미만,66.21, ,"25,187",null,201712,14, ,2016
서울특별시 강남구 논현동,집합,2**,봉은사로37길,제2종일반주거,제1종근린생활,8m미만,56.53, ,"21,505",null,201712,14, ,2016
서울특별시 강남구 논현동,일반,3*,논현로131길,제3종일반주거,제2종근린생활,25m미만,1345.99,312.1,"850,000",null,201712,15, ,2004
서울특별시 강남구 논현동,집합,2**,봉은사로37길,제2종일반주거,제2종근린생활,8m미만,151.13, ,"48,500",null,201712,23, ,2016
서울특별시 강남구 논현동,일반,1**,강남대로128길,제3종일반주거,제2종근린생활,8m미만,116.79,51.54,"70,000",null,201712,26, ,1983
서울특별시 강남구 논현동,일반,1**,학동로20길,제2종일반주거,업무,12m미만,1428.03,387.4,"700,000",null,201712,26, ,2003
서울특별시 강남구 논현동,집합,1**,학동로18길,제2종일반주거,제2종근린생활,8m미만,29.88, ,"19,232",1,201801,8, ,2006
서울특별시 강남구 논현동,집합,1**,학동로18길,제2종일반주거,제2종근린생활,8m미만,70.66, ,"45,469",null,201801,8, ,2006
서울특별시 강남구 논현동,집합,1**,학동로18길,제2종일반주거,제2종근린생활,8m미만,17.2, ,"11,072",1,201801,8, ,2006
서울특별시 강남구 논현동,집합,1**,학동로18길,제2종일반주거,제2종근린생활,8m미만,29.88, ,"19,232",1,201801,8, ,2006
서울특별시 강남구 논현동,일반,1**,학동로2길,제2종일반주거,제2종근린생활,12m미만,601.62,248.9,"490,000",null,201801,9, ,2003
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,32.08, ,"64,000",null,201801,11, ,2004
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,숙박,25m이상,30.03, ,"19,000",2,201801,12, ,2003
서울특별시 강남구 논현동,일반,4*,강남대로132길,제2종일반주거,업무,8m미만,2703.78,631.1,"1,200,000",null,201801,13, ,2005
서울특별시 강남구 논현동,일반,8*,학동로,준주거,업무,25m이상,4102.88,1034.2,"3,200,000",null,201801,23, ,1985
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,16.48, ,"10,950",null,201801,30, ,2009
서울특별시 강남구 논현동,일반,2**,학동로,제3종일반주거,업무,25m이상,4058.71,791.4,"2,140,000",null,201801,31, ,1993
서울특별시 강남구 논현동,집합,9*,도산대로46길,제2종일반주거,제2종근린생활,25m미만,106.43, ,"103,000",null,201802,1, ,1987
서울특별시 강남구 논현동,집합,2**,선릉로121길,제1종일반주거,제1종근린생활,8m미만,94.62, ,"55,000",null,201802,2, ,2001
서울특별시 강남구 논현동,일반,5*,학동로17길,제3종일반주거,제2종근린생활,8m미만,862.81,318.6,"540,000",null,201802,2, ,1996
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.75, ,"2,089",null,201802,5, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.16, ,"2,000",null,201802,5, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.16, ,"2,000",null,201802,5, ,2009
서울특별시 강남구 논현동,일반,*,도산대로,일반상업,제2종근린생활,25m이상,3209.66,1714.3,"7,800,000",null,201802,5, ,1981
서울특별시 강남구 논현동,일반,1**,언주로,일반상업,제2종근린생활,25m이상,1999.79,1222.2,"3,731,908",null,201802,6, ,1981
서울특별시 강남구 논현동,일반,1**,언주로,제3종일반주거,제2종근린생활,8m미만,605.24,1429.2,"2,768,092",null,201802,6, ,1994
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.16, ,"1,955",null,201802,7, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.16, ,"1,955",null,201802,7, ,2009
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,19.32, ,"13,500",null,201802,20, ,1978
서울특별시 강남구 논현동,일반,1**,언주로136길,제3종일반주거,제2종근린생활,8m미만,477.28,201.8,"300,000",null,201802,21, ,1983
서울특별시 강남구 논현동,일반,1**,학동로28길,준주거,업무,8m미만,1341.35,453.7,"950,000",null,201802,28, ,1993
서울특별시 강남구 논현동,일반,2**,학동로,제3종일반주거,제2종근린생활,25m이상,753.62,230.4,"670,000",null,201803,1, ,1989
서울특별시 강남구 논현동,일반,2**,선릉로,일반상업,업무,25m이상,4581.13,626.4,"3,450,000",null,201803,5, ,2003
서울특별시 강남구 논현동,일반,8*,학동로33길,제3종일반주거,제2종근린생활,25m미만,305.68,114,"350,000",null,201803,7, ,1987
서울특별시 강남구 논현동,일반,8*,언주로133길,제1종일반주거,제2종근린생활,25m미만,947.61,329.3,"825,000",null,201803,8, ,2017
서울특별시 강남구 논현동,일반,1*,논현로149길,제1종일반주거,제2종근린생활,8m미만,287.11,309.2,"410,000",null,201803,9, ,1978
서울특별시 강남구 논현동,일반,1**,강남대로118길,제2종일반주거,제1종근린생활,12m미만,1057.22,306.6,"800,000",null,201803,10, ,1995
서울특별시 강남구 논현동,집합,1**,언주로146길,제3종일반주거,제1종근린생활,25m미만,14.66, ,"6,000",null,201803,12, ,1986
서울특별시 강남구 논현동,집합,1**,언주로146길,제3종일반주거,제1종근린생활,25m미만,14.66, ,"6,000",null,201803,12, ,1986
서울특별시 강남구 논현동,일반,2**,선릉로111길,제3종일반주거,제1종근린생활,12m미만,977.65,364.1,"800,000",null,201803,14, ,2002
서울특별시 강남구 논현동,일반,*,도산대로12길,제3종일반주거,제2종근린생활,8m미만,498.58,214.2,"510,000",null,201803,14, ,1987
서울특별시 강남구 논현동,일반,8*,논현로138길,제3종일반주거,제2종근린생활,8m미만,646.24,324.8,"464,935",null,201803,20, ,2000
서울특별시 강남구 논현동,일반,1**,강남대로,일반상업,제1종근린생활,25m이상,675.96,343.2,"1,205,000",null,201803,20, ,1982
서울특별시 강남구 논현동,집합,1**,학동로20길,제2종일반주거,제1종근린생활,12m미만,11.2, ,"7,912",2,201803,21, ,2002
서울특별시 강남구 논현동,집합,1**,학동로20길,제2종일반주거,제1종근린생활,12m미만,9.84, ,"6,629",null,201803,21, ,2002
서울특별시 강남구 논현동,일반,2**,선릉로111길,제2종일반주거,제2종근린생활,12m미만,575.44,233.9,"395,000",null,201803,22, ,1986
서울특별시 강남구 논현동,일반,2**,언주로121길,일반상업,제2종근린생활,25m이상,263.71,184.4,"507,150",null,201803,23, ,1990
서울특별시 강남구 논현동,일반,2**,언주로,일반상업,업무,25m이상,5397.6,865,"2,672,850",null,201803,23, ,1990
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,111.5, ,"73,350",null,201803,28, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"3,493",null,201803,28, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.9, ,"3,881",null,201803,28, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,6.5, ,"4,276",null,201803,28, ,2009
서울특별시 강남구 논현동,일반,7*,학동로33길,제2종일반주거,제2종근린생활,8m미만,299.12,259.3,"265,000",null,201803,28, ,1980
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.76, ,"5,409",null,201804,3, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,6.5, ,"6,104",null,201804,3, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"4,987",null,201804,3, ,2009
서울특별시 강남구 논현동,일반,1**,학동로45길,제3종일반주거,제2종근린생활,8m미만,563.04,236.3,"360,000",null,201804,9, ,1994
서울특별시 강남구 논현동,집합,*,도산대로,일반상업,제2종근린생활,25m이상,19.5, ,"33,500",1,201804,9, ,2003
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,22.69, ,"3,600",null,201804,10, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,22.69, ,"3,600",null,201804,10, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,22.69, ,"3,600",null,201804,10, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,37.01, ,"6,200",null,201804,10, ,2009
서울특별시 강남구 논현동,일반,8*,언주로135길,제1종일반주거,제2종근린생활,8m미만,297.07,487.2,"560,000",null,201804,12, ,1986
서울특별시 강남구 논현동,일반,2*,학동로9길,제1종일반주거,제2종근린생활,8m미만,255.53,210.7,"335,000",null,201804,18, ,1975
서울특별시 강남구 논현동,일반,1*,도산대로8길,제2종일반주거,제2종근린생활,12m미만,471.1,190,"408,000",null,201804,20, ,1988
서울특별시 강남구 논현동,집합,2*,강남대로136길,제1종일반주거,제2종근린생활,8m미만,169.2, ,"90,000",null,201804,20, ,2017
서울특별시 강남구 논현동,집합,2*,강남대로136길,제1종일반주거,제2종근린생활,8m미만,197.32, ,"85,000",null,201804,20, ,2017
서울특별시 강남구 논현동,일반,2**,선릉로121길,제3종일반주거,업무,12m미만,1126.48,395,"825,000",null,201804,26, ,1982
서울특별시 강남구 논현동,일반,7*,논현로136길,제2종일반주거,제2종근린생활,8m미만,443.32,181.62,"285,000",null,201804,26, ,2001
서울특별시 강남구 논현동,일반,1**,학동로20길,제2종일반주거,제1종근린생활,12m미만,320.39,161,"286,500",null,201804,27, ,2004
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,업무,25m이상,52.27, ,"50,000",null,201805,1, ,2007
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,업무,25m이상,35.64, ,"30,000",null,201805,1, ,2007
서울특별시 강남구 논현동,일반,5*,논현로131길,제3종일반주거,제2종근린생활,8m미만,1081.93,297.1,"830,000",null,201805,4, ,2016
서울특별시 강남구 논현동,일반,9*,언주로146길,제2종일반주거,제1종근린생활,8m미만,224.77,185.7,"300,000",null,201805,7, ,2001
서울특별시 강남구 논현동,일반,8*,논현로,제3종일반주거,제1종근린생활,25m이상,834.8,291,"670,000",null,201805,11, ,1989
서울특별시 강남구 논현동,일반,2**,논현로,제3종일반주거,제1종근린생활,25m이상,3662.71,1213.2,"2,244,000",null,201805,15, ,1986
서울특별시 강남구 논현동,일반,2**,선릉로119길,제2종일반주거,기타,8m미만,801.59,542,"765,000",null,201805,23, ,1990
서울특별시 강남구 논현동,집합,2**,학동로,제3종일반주거,업무,25m이상,22.09, ,"26,200",7,201805,26, ,2005
서울특별시 강남구 논현동,일반,1**,학동로26길,제3종일반주거,제1종근린생활,8m미만,461.46,176,"310,000",null,201805,29, ,2011
서울특별시 강남구 논현동,집합,2*,강남대로146길,제3종일반주거,제2종근린생활,12m미만,24.17, ,"7,500",null,201805,30, ,1997
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,18.59, ,"10,700",null,201805,30, ,1978
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,18.59, ,"11,000",null,201805,30, ,1978
서울특별시 강남구 논현동,일반,1**,학동로4길,제2종일반주거,제2종근린생활,12m미만,305.6,231,"453,000",null,201806,7, ,1974
서울특별시 강남구 논현동,일반,1**,강남대로128길,제3종일반주거,제1종근린생활,8m미만,1492.23,388.5,"663,000",null,201806,8, ,2007
서울특별시 강남구 논현동,일반,4*,강남대로132길,제3종일반주거,제2종근린생활,8m미만,1095.26,358.7,"910,000",null,201806,18, ,2004
서울특별시 강남구 논현동,일반,4*,강남대로132길,제2종일반주거,업무,8m미만,811.13,189.33,"360,000",null,201806,19, ,2005
서울특별시 강남구 논현동,일반,1**,언주로146길,제2종일반주거,제2종근린생활,8m미만,263.82,213.7,"342,000",null,201806,20, ,1985
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,업무,25m이상,1882.27,501.1,"2,048,000",null,201806,21, ,1976
서울특별시 강남구 논현동,일반,2**,언주로125길,제2종일반주거,제2종근린생활,8m미만,312.13,202.6,"380,000",null,201806,26, ,1982
서울특별시 강남구 논현동,일반,*,논현로149길,제3종일반주거,제1종근린생활,8m미만,1676.11,544.6,"1,100,000",null,201806,26, ,1990
서울특별시 강남구 논현동,일반,3*,학동로23길,제2종일반주거,제2종근린생활,8m미만,1453.01,410.6,"878,000",null,201807,16, ,2014
서울특별시 강남구 논현동,일반,1**,-,제3종일반주거,제2종근린생활,8m미만,778.58,343.6,"930,000",null,201807,17, ,1983
서울특별시 강남구 논현동,집합,1**,학동로26길,제1종일반주거,제2종근린생활,8m미만,38.64, ,"19,000",null,201807,18, ,2018
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,숙박,25m이상,30.03, ,"19,500",13,201807,19, ,2003
서울특별시 강남구 논현동,일반,2**,논현로,제3종일반주거,업무,25m이상,5019.54,1287.5,"2,845,000",null,201807,21, ,1995
서울특별시 강남구 논현동,집합,5*,학동로,준주거,제2종근린생활,25m이상,80.75, ,"76,000",2,201807,24, ,2004
서울특별시 강남구 논현동,일반,1**,강남대로112길,제2종일반주거,제2종근린생활,12m미만,1191.13,330.6,"670,000",null,201807,25, ,1996
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,21.85, ,"20,000",null,201807,25, ,1978
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,숙박,25m이상,30.03, ,"20,000",12,201807,27, ,2003
서울특별시 강남구 논현동,집합,2**,봉은사로37길,제2종일반주거,제2종근린생활,8m미만,149.96, ,"49,500",null,201808,1, ,2016
서울특별시 강남구 논현동,집합,2**,언주로,제3종일반주거,제2종근린생활,25m이상,54.67, ,"111,000",1,201808,2, ,2014
서울특별시 강남구 논현동,일반,9*,언주로150길,제3종일반주거,제1종근린생활,25m미만,119.36,51.92,"120,000",null,201808,17, ,1984
서울특별시 강남구 논현동,일반,9*,도산대로46길,제3종일반주거,제2종근린생활,25m미만,242.76,99.7,"298,000",null,201808,21, ,1993
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.16, ,"2,500",null,201808,23, ,2009
서울특별시 강남구 논현동,일반,5*,강남대로132길,제3종일반주거,업무,8m미만,1550.01,517.8,"920,000",null,201808,29, ,2002
서울특별시 강남구 논현동,일반,2**,학동로44길,제1종일반주거,제2종근린생활,8m미만,206.48,298.8,"417,000",null,201808,30, ,1983
서울특별시 강남구 논현동,일반,2**,봉은사로37길,제3종일반주거,제2종근린생활,8m미만,636.08,218.1,"520,000",null,201808,30, ,2016
서울특별시 강남구 논현동,일반,1**,논현로113길,제2종일반주거,제2종근린생활,12m미만,909.67,262.6,"353,000",null,201809,7, ,1994
서울특별시 강남구 논현동,일반,2**,학동로38길,제3종일반주거,제2종근린생활,8m미만,441.96,190.6,"350,000",null,201809,11, ,1993
서울특별시 강남구 논현동,집합,1**,언주로146길,제3종일반주거,제1종근린생활,25m미만,8.17, ,"6,400",null,201809,13, ,1986
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,판매,25m이상,90.36, ,"100,000",2,201809,19, ,2005
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.67, ,"2,668",null,201809,27, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.3, ,"2,495",null,201809,27, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.74, ,"2,703",null,201809,27, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.74, ,"2,703",null,201809,27, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,5.74, ,"2,703",null,201809,27, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,기타,8m미만,7.92, ,"3,727",null,201809,27, ,2009
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"20,500",11,201809,27, ,2003
서울특별시 강남구 논현동,일반,2**,언주로129길,제3종일반주거,제2종근린생활,25m미만,713.96,222.5,"795,000",null,201810,1, ,2018
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,제1종근린생활,25m이상,6004.55,588.8,"4,000,000",null,201810,10, ,2015
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"19,500",7,201810,15, ,2003
서울특별시 강남구 논현동,일반,1**,학동로2길,제3종일반주거,제2종근린생활,12m미만,37.03,22.1,"70,500",null,201810,18, ,1981
서울특별시 강남구 논현동,일반,1**,학동로2길,제3종일반주거,제2종근린생활,12m미만,37.03,22.1,"70,500",null,201810,18, ,1981
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,숙박,25m이상,30.03, ,"18,700",2,201811,8, ,2003
서울특별시 강남구 논현동,집합,1**,논현로119길,제2종일반주거,제2종근린생활,8m미만,23.1, ,"14,000",null,201811,16, ,2007
서울특별시 강남구 논현동,일반,1**,학동로47길,제2종일반주거,제2종근린생활,8m미만,593.83,230.8,"530,000",null,201811,16, ,2015
서울특별시 강남구 논현동,일반,1**,학동로41길,제2종일반주거,제2종근린생활,8m미만,1094.4,505.6,"800,000",null,201811,30, ,1988
서울특별시 강남구 대치동,일반,9**,선릉로64길,준주거,제2종근린생활,25m미만,1641.41,447,"1,258,364",null,201712,1, ,1990
서울특별시 강남구 대치동,집합,8**,테헤란로64길,일반상업,제2종근린생활,25m미만,19.04, ,"12,800",null,201712,5, ,2006
서울특별시 강남구 대치동,집합,5**,남부순환로,제3종일반주거,제2종근린생활,25m이상,140.49, ,"50,000",null,201712,6, ,2003
서울특별시 강남구 대치동,집합,6**,남부순환로,제3종일반주거,판매,25m이상,15.8, ,"50,000",null,201712,15, ,1981
