시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,계약년월,계약일,지분구분,건축년도
서울특별시 강남구 개포동,일반,1***,개포로20길,제2종일반주거,제2종근린생활,8m미만,667.55,268.7,"193,000",null,201506,15, ,1990
서울특별시 강남구 개포동,일반,1***,개포로22길,제2종일반주거,제2종근린생활,25m미만,735.42,288.1,"329,000",null,201506,29, ,2009
서울특별시 강남구 개포동,집합,1**,-,제2종일반주거,제1종근린생활,25m이상,3.33, ,"7,000",null,201507,8, ,1982
서울특별시 강남구 개포동,집합,1**,-,제2종일반주거,제1종근린생활,25m이상,3.33, ,"5,000",1,201507,9, ,1982
서울특별시 강남구 개포동,집합,1**,-,제2종일반주거,제1종근린생활,25m이상,10, ,"15,000",1,201507,10, ,1982
서울특별시 강남구 개포동,집합,1**,삼성로,제2종일반주거,제1종근린생활,25m이상,9.72, ,"46,800",11,201507,11, ,1982
서울특별시 강남구 개포동,집합,1**,-,제2종일반주거,제1종근린생활,25m이상,3.33, ,"5,000",1,201507,13, ,1982
서울특별시 강남구 개포동,집합,6**,개포로,제2종일반주거,제2종근린생활,25m이상,44.1, ,"178,000",1,201507,15, ,1982
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,제1종근린생활,25m미만,21.85, ,"55,000",null,201507,16, ,1984
서울특별시 강남구 개포동,집합,1*,개포로,일반상업,판매,25m이상,10.63, ,"5,800",-1,201507,21, ,1997
서울특별시 강남구 개포동,일반,1***,개포로20길,제2종일반주거,제2종근린생활,8m미만,627.78,224.9,"194,000",null,201507,27, ,1994
서울특별시 강남구 개포동,집합,6**,언주로,제3종일반주거,제1종근린생활,25m이상,16.86, ,"12,000",-1,201508,11, ,1986
서울특별시 강남구 개포동,집합,1**,개포로,제2종일반주거,제2종근린생활,25m미만,8.83, ,"2,500",-1,201508,21, ,1987
서울특별시 강남구 개포동,집합,1**,선릉로14길,제2종일반주거,제1종근린생활,8m미만,38.16, ,"16,300",null,201508,31, ,1988
서울특별시 강남구 개포동,집합,1**,선릉로14길,제2종일반주거,제1종근린생활,8m미만,75.71, ,"9,800",null,201508,31, ,1988
서울특별시 강남구 개포동,집합,1*,개포로,제3종일반주거,제2종근린생활,25m이상,9.35, ,"10,900",1,201509,4, ,1995
서울특별시 강남구 개포동,일반,1***,개포로15길,제2종일반주거,제2종근린생활,12m미만,812.37,276.1,"245,000",null,201509,10, ,1990
서울특별시 강남구 개포동,일반,1***,개포로25길,제2종일반주거,제2종근린생활,8m미만,356.41,136.7,"117,000",null,201509,21, ,1992
서울특별시 강남구 개포동,집합,6**,개포로,제2종일반주거,제2종근린생활,25m이상,65.82, ,"112,500",2,201509,24, ,1982
서울특별시 강남구 개포동,집합,6**,개포로,제2종일반주거,제2종근린생활,25m이상,20.53, ,"94,700",null,201510,7, ,1982
서울특별시 강남구 개포동,집합,1**,삼성로,제2종일반주거,제2종근린생활,25m이상,51.26, ,"123,000",null,201510,13, ,1982
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,제1종근린생활,25m미만,90.08, ,"47,000",null,201510,19, ,1984
서울특별시 강남구 개포동,집합,1*,개포로,일반상업,판매,25m이상,13.5, ,"7,500",-1,201510,20, ,1997
서울특별시 강남구 개포동,일반,1***,개포로20길,제2종일반주거,제2종근린생활,25m미만,704.72,278.8,"267,500",null,201510,21, ,1988
서울특별시 강남구 개포동,집합,6**,개포로,제2종일반주거,기타,25m미만,42.37, ,"61,000",1,201510,25, ,1983
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,판매,25m미만,39.19, ,"61,000",null,201510,28, ,1984
서울특별시 강남구 개포동,집합,1**,선릉로,제2종일반주거,제2종근린생활,25m이상,15.12, ,"79,000",null,201510,29, ,1982
서울특별시 강남구 개포동,일반,1***,개포로22길,제2종일반주거,제1종근린생활,25m미만,791.66,273,"256,000",null,201511,5, ,1991
서울특별시 강남구 개포동,집합,6**,언주로,제2종일반주거,제2종근린생활,25m이상,14.29, ,"25,000",null,201511,9, ,1984
서울특별시 강남구 개포동,집합,6**,개포로,제2종일반주거,제1종근린생활,25m이상,24.07, ,"102,800",null,201511,13, ,1982
서울특별시 강남구 개포동,집합,6**,개포로,제2종일반주거,제2종근린생활,25m이상,39.41, ,"180,000",1,201511,16, ,1982
서울특별시 강남구 개포동,일반,1***,논현로6길,제2종일반주거,제2종근린생활,8m미만,292.25,117.3,"103,000",null,201511,18, ,1988
서울특별시 강남구 개포동,집합,1*,개포로,일반상업,판매,25m이상,44.2, ,"14,000",null,201511,18, ,1997
서울특별시 강남구 개포동,집합,1**,-,제2종일반주거,제1종근린생활,25m이상,135.16, ,"561,610",2,201511,20, ,1982
서울특별시 강남구 개포동,집합,1*,개포로,일반상업,판매,25m이상,26.49, ,"10,000",null,201511,24, ,1997
서울특별시 강남구 논현동,일반,6*,논현로150길,제2종일반주거,제2종근린생활,25m미만,1064.86,309.2,"500,000",null,201412,3, ,1992
서울특별시 강남구 논현동,일반,2*,학동로3길,제3종일반주거,제2종근린생활,8m미만,1180.58,327.3,"650,000",null,201412,3, ,2011
서울특별시 강남구 논현동,일반,9*,언주로148길,제3종일반주거,제2종근린생활,25m미만,1777.55,617.2,"670,000",null,201412,3, ,1985
서울특별시 강남구 논현동,일반,1**,학동로8길,제3종일반주거,제1종근린생활,8m미만,296.18,103.8,"92,500",null,201412,9, ,2001
서울특별시 강남구 논현동,일반,6*,도산대로38길,제2종일반주거,제2종근린생활,25m미만,449.42,181.8,"365,000",null,201412,12, ,1988
서울특별시 강남구 논현동,일반,1*,논현로149길,제2종일반주거,제2종근린생활,8m미만,1462.83,383.4,"553,000",null,201501,5, ,2004
서울특별시 강남구 논현동,일반,1**,논현로111길,제2종일반주거,제2종근린생활,12m미만,657.03,227.2,"365,000",null,201501,13, ,1996
서울특별시 강남구 논현동,일반,2**,언주로130길,제3종일반주거,제2종근린생활,25m미만,597.65,195.7,"260,000",null,201501,17, ,1991
서울특별시 강남구 논현동,일반,1**,강남대로114길,제2종일반주거,제2종근린생활,8m미만,709.56,246.5,"346,000",null,201502,2, ,1992
서울특별시 강남구 논현동,일반,1**,학동로2길,제2종일반주거,제2종근린생활,12m미만,179.34,183.5,"321,900",null,201502,6, ,1978
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,판매,25m이상,48.24, ,"146,800",null,201502,9, ,2005
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제1종근린생활,8m미만,61.05, ,"75,108",null,201502,10, ,2012
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제2종근린생활,8m미만,97.56, ,"48,643",-1,201502,10, ,2012
서울특별시 강남구 논현동,일반,1**,봉은사로1길,제2종일반주거,제2종근린생활,12m미만,350.54,160.9,"400,000",null,201502,10, ,1983
서울특별시 강남구 논현동,일반,1**,학동로,일반상업,업무,25m이상,4499.46,437.3,"3,300,000",null,201502,11, ,2012
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,7.47, ,"3,200",null,201502,12, ,2009
서울특별시 강남구 논현동,일반,1**,논현로127길,준주거,제2종근린생활,25m미만,548.04,220.7,"438,462",null,201502,16, ,1996
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제2종근린생활,8m미만,182.82, ,"57,267",null,201502,27, ,2004
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제2종근린생활,8m미만,63.23, ,"24,660",null,201502,27, ,2004
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제2종근린생활,8m미만,229.08, ,"81,782",null,201502,27, ,2004
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제2종근린생활,8m미만,68.13, ,"26,571",null,201502,27, ,2004
서울특별시 강남구 논현동,일반,6*,언주로147길,제3종일반주거,제2종근린생활,25m미만,753.48,270.8,"420,000",null,201503,4, ,1988
서울특별시 강남구 논현동,일반,8*,논현로138길,제2종일반주거,제1종근린생활,8m미만,366.39,173,"270,000",null,201503,10, ,1984
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"22,000",12,201503,13, ,2003
서울특별시 강남구 논현동,일반,3*,논현로145길,제3종일반주거,제2종근린생활,8m미만,603.3,230.7,"280,000",null,201503,13, ,1989
서울특별시 강남구 논현동,일반,1*,강남대로,일반상업,업무,25m이상,5112.48,1179.8,"3,920,000",null,201503,31, ,1987
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,19.32, ,"10,500",1,201504,1, ,1978
서울특별시 강남구 논현동,일반,1**,강남대로126길,제2종일반주거,제2종근린생활,12m미만,432.57,159.8,"324,000",null,201504,7, ,1991
서울특별시 강남구 논현동,일반,1**,선릉로131길,제2종일반주거,제2종근린생활,25m미만,663.52,193.9,"418,000",null,201504,9, ,2012
서울특별시 강남구 논현동,일반,2**,봉은사로29길,제3종일반주거,제2종근린생활,12m미만,592.32,189.7,"366,000",null,201504,9, ,2006
서울특별시 강남구 논현동,일반,1**,논현로127길,준주거,제2종근린생활,25m미만,164.41,220.7,"131,538",null,201504,10, ,1996
서울특별시 강남구 논현동,일반,8*,논현로134길,제3종일반주거,업무,8m미만,1197.22,374.9,"560,000",null,201504,15, ,1992
서울특별시 강남구 논현동,일반,1**,학동로2길,제2종일반주거,제2종근린생활,12m미만,565.45,328.2,"724,890",null,201504,21, ,1982
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,4.69, ,"2,500",-1,201504,22, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,4.69, ,"2,500",-1,201504,22, ,2009
서울특별시 강남구 논현동,일반,2**,언주로129길,제3종일반주거,제2종근린생활,25m미만,590.02,214.2,"325,000",null,201504,23, ,2012
서울특별시 강남구 논현동,일반,2**,논현로120길,제2종일반주거,제2종근린생활,8m미만,658.61,233.1,"295,000",null,201504,23, ,1994
서울특별시 강남구 논현동,일반,1**,강남대로124길,제2종일반주거,제2종근린생활,8m미만,693.89,207.1,"249,000",null,201504,24, ,1995
서울특별시 강남구 논현동,일반,6*,논현로150길,제3종일반주거,제2종근린생활,25m미만,1132.65,361.6,"655,000",null,201504,29, ,2003
서울특별시 강남구 논현동,집합,2**,학동로,제3종일반주거,제2종근린생활,25m이상,45.22, ,"93,000",null,201504,30, ,2005
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,19.32, ,"8,000",-1,201505,5, ,1978
서울특별시 강남구 논현동,일반,7*,학동로33길,제1종일반주거,제2종근린생활,8m미만,784.22,288.5,"347,000",null,201505,7, ,2002
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,19.32, ,"6,000",-1,201505,9, ,1978
서울특별시 강남구 논현동,집합,2**,언주로,일반상업,업무,25m이상,210.09, ,"83,500",-1,201505,11, ,2005
서울특별시 강남구 논현동,집합,2**,언주로,일반상업,판매,25m이상,48.63, ,"12,789",-2,201505,19, ,1991
서울특별시 강남구 논현동,일반,2*,학동로9길,제1종일반주거,제2종근린생활,8m미만,255.53,210.7,"254,000",null,201505,20, ,1975
서울특별시 강남구 논현동,일반,8*,논현로,제3종일반주거,제1종근린생활,25m이상,834.8,291,"650,000",null,201505,22, ,1989
서울특별시 강남구 논현동,일반,1**,-,일반상업,교육연구,25m이상,869.42,340.7,"1,100,000",null,201505,27, ,null
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,19.32, ,"7,800",-1,201506,2, ,1978
서울특별시 강남구 논현동,일반,2*,강남대로136길,제3종일반주거,제2종근린생활,8m미만,600.78,249.7,"330,000",null,201506,3, ,1993
서울특별시 강남구 논현동,일반,7*,논현로142길,제1종일반주거,제2종근린생활,8m미만,824.11,373.4,"490,000",null,201506,8, ,2004
서울특별시 강남구 논현동,일반,2**,논현로,제3종일반주거,제2종근린생활,25m이상,10570.65,2122.4,"4,850,000",null,201506,11, ,1991
서울특별시 강남구 논현동,일반,2**,-,제2종일반주거,제1종근린생활,8m미만,587.63,269.4,"257,000",null,201506,12, ,1983
서울특별시 강남구 논현동,일반,6*,언주로147길,제3종일반주거,업무,25m미만,1130.93,437.8,"640,000",null,201506,18, ,1989
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,업무,25m이상,4023.64,338.3,"2,500,000",null,201507,1, ,2011
서울특별시 강남구 논현동,집합,2**,논현로128길,제3종일반주거,업무,8m미만,36.36, ,"23,456",1,201507,2, ,2010
서울특별시 강남구 논현동,집합,2**,논현로128길,제3종일반주거,제2종근린생활,8m미만,116.84, ,"55,408",null,201507,2, ,2010
서울특별시 강남구 논현동,집합,2*,강남대로146길,제3종일반주거,제2종근린생활,12m미만,33.62, ,"13,000",2,201507,9, ,1997
서울특별시 강남구 논현동,일반,2**,언주로129길,제3종일반주거,업무,25m미만,1769.01,460.2,"760,000",null,201507,10, ,1992
서울특별시 강남구 논현동,일반,2**,학동로,제3종일반주거,제1종근린생활,25m이상,1207.62,459.1,"1,030,000",null,201507,15, ,1988
서울특별시 강남구 논현동,일반,1**,강남대로126길,제2종일반주거,제2종근린생활,12m미만,630.87,216.6,"315,000",null,201507,15, ,1994
서울특별시 강남구 논현동,일반,1**,강남대로122길,제2종일반주거,제2종근린생활,12m미만,1613.5,440,"1,550,000",null,201507,20, ,2004
서울특별시 강남구 논현동,일반,*,도산대로8길,제3종일반주거,기타,12m미만,43.73,29.05,"50,193",null,201507,27, ,1995
서울특별시 강남구 논현동,일반,*,도산대로,일반상업,제1종근린생활,25m이상,101.06,43.22,"163,381",null,201507,27, ,1985
서울특별시 강남구 논현동,일반,2*,-,제1종일반주거,업무,8m미만,317.62,87.72,"108,520",null,201507,31, ,1989
서울특별시 강남구 논현동,일반,3*,논현로,제3종일반주거,업무,25m이상,650.52,331.9,"690,000",null,201508,5, ,1991
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,15.55, ,"9,300",null,201508,21, ,2004
서울특별시 강남구 논현동,일반,9*,도산대로,일반상업,업무,25m이상,4492.48,1311.5,"5,350,000",null,201508,26, ,1989
서울특별시 강남구 논현동,집합,1*,논현로149길,제2종일반주거,제2종근린생활,8m미만,72.82, ,"46,700",2,201509,2, ,2015
서울특별시 강남구 논현동,집합,1*,논현로149길,제2종일반주거,제2종근린생활,8m미만,52.05, ,"36,400",2,201509,2, ,2015
서울특별시 강남구 논현동,일반,1*,강남대로146길,제1종일반주거,제2종근린생활,12m미만,1352.07,490.8,"570,000",null,201509,3, ,2000
서울특별시 강남구 논현동,일반,*,논현로149길,제3종일반주거,제2종근린생활,25m미만,1100.88,329.7,"576,000",null,201509,3, ,1991
서울특별시 강남구 논현동,집합,6*,도산대로,일반상업,제2종근린생활,25m이상,35.7, ,"62,000",1,201509,7, ,1976
서울특별시 강남구 논현동,일반,8*,-,준주거,제2종근린생활,25m이상,3227.18,1161,"3,160,000",null,201509,10, ,1984
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,32.08, ,"55,500",null,201509,13, ,2004
서울특별시 강남구 논현동,일반,1**,학동로12길,제3종일반주거,제1종근린생활,8m미만,244.11,92.8,"100,000",null,201509,17, ,1992
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"21,000",13,201509,17, ,2003
서울특별시 강남구 논현동,일반,6*,도산대로38길,제3종일반주거,제1종근린생활,25m미만,334.68,110.95,"197,000",null,201509,24, ,1991
서울특별시 강남구 논현동,일반,2**,언주로130길,제3종일반주거,제2종근린생활,25m미만,597.65,195.7,"310,000",null,201509,25, ,1991
서울특별시 강남구 논현동,집합,1**,논현로111길,제2종일반주거,제2종근린생활,8m미만,65.86, ,"52,180",null,201510,3, ,2015
서울특별시 강남구 논현동,일반,2**,선릉로121길,제2종일반주거,제2종근린생활,12m미만,1385.99,407.2,"585,000",null,201510,5, ,1991
서울특별시 강남구 논현동,집합,2**,선릉로129길,일반상업,제1종근린생활,8m미만,30.08, ,"12,500",null,201510,11, ,2000
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,업무,25m이상,68.25, ,"89,000",null,201510,15, ,2005
서울특별시 강남구 논현동,일반,1**,학동로,제3종일반주거,업무,25m이상,1367.54,446.9,"1,000,000",null,201510,15, ,1986
서울특별시 강남구 논현동,일반,2**,봉은사로49길,제1종일반주거,제2종근린생활,8m미만,1535.03,486.3,"1,025,000",null,201510,16, ,2014
서울특별시 강남구 논현동,집합,2**,언주로,제3종일반주거,제2종근린생활,-,50.88, ,"149,000",null,201510,20, ,2014
서울특별시 강남구 논현동,집합,1**,언주로146길,제3종일반주거,제1종근린생활,25m미만,38.61, ,"7,800",-1,201510,20, ,1985
서울특별시 강남구 논현동,집합,2*,강남대로146길,제3종일반주거,제2종근린생활,12m미만,37.03, ,"15,000",2,201510,22, ,1997
서울특별시 강남구 논현동,일반,1**,강남대로128길,제3종일반주거,제1종근린생활,8m미만,598.09,231.2,"375,000",null,201510,28, ,2003
서울특별시 강남구 논현동,일반,1**,학동로28길,준주거,제2종근린생활,25m미만,547,213.7,"560,000",null,201510,30, ,1983
서울특별시 강남구 논현동,집합,1**,강남대로124길,제2종일반주거,제1종근린생활,8m미만,40.16, ,"21,500",3,201511,3, ,1992
서울특별시 강남구 논현동,일반,1**,논현로115길,제2종일반주거,제2종근린생활,8m미만,636.98,237.6,"320,000",null,201511,5, ,1997
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,제2종근린생활,25m이상,4205.44,752.5,"2,120,000",null,201511,11, ,1994
서울특별시 강남구 논현동,일반,8*,언주로135길,제1종일반주거,제2종근린생활,8m미만,653.61,754.9,"770,000",null,201511,16, ,1992
서울특별시 강남구 논현동,일반,*,논현로149길,제3종일반주거,제2종근린생활,8m미만,611.06,205.3,"330,000",null,201511,30, ,1987
서울특별시 강남구 논현동,일반,1**,학동로,제3종일반주거,업무,25m이상,3984.56,842.6,"2,330,000",null,201511,30, ,1980
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,19.32, ,"11,000",1,201511,30, ,1978
서울특별시 강남구 대치동,집합,9**,삼성로,제3종일반주거,제2종근린생활,25m이상,33.59, ,"48,500",1,201412,1, ,1977
서울특별시 강남구 대치동,일반,9**,역삼로,제3종일반주거,교육연구,25m미만,2311.28,894.2,"1,136,100",null,201412,1, ,1991
서울특별시 강남구 대치동,일반,9**,삼성로84길,제3종일반주거,제2종근린생활,8m미만,776,257,"440,000",null,201412,1, ,2011
서울특별시 강남구 대치동,집합,1***,도곡로,제3종일반주거,제2종근린생활,25m이상,99.61, ,"83,000",null,201412,3, ,1991
서울특별시 강남구 대치동,집합,1***,도곡로,제3종일반주거,제2종근린생활,25m이상,78.75, ,"66,000",null,201412,3, ,1991
서울특별시 강남구 대치동,집합,1***,도곡로,제3종일반주거,제2종근린생활,25m이상,72.3, ,"28,000",null,201412,3, ,1991
서울특별시 강남구 대치동,집합,1***,도곡로,제3종일반주거,제2종근린생활,25m이상,99.19, ,"83,000",null,201412,3, ,1991
서울특별시 강남구 대치동,일반,9**,삼성로63길,제3종일반주거,제2종근린생활,25m미만,702.75,213.9,"300,000",null,201412,6, ,1991
서울특별시 강남구 대치동,집합,5**,남부순환로,제3종일반주거,제1종근린생활,25m이상,22.34, ,"50,000",1,201412,9, ,1984
서울특별시 강남구 대치동,집합,8**,테헤란로,일반상업,제1종근린생활,25m이상,11.75, ,"8,500",-1,201412,10, ,1990
서울특별시 강남구 대치동,집합,8**,선릉로86길,일반상업,제2종근린생활,25m미만,96.06, ,"85,000",2,201412,16, ,2003
서울특별시 강남구 대치동,집합,8**,선릉로86길,일반상업,제2종근린생활,25m미만,95.28, ,"115,000",2,201412,16, ,2003
서울특별시 강남구 대치동,집합,8**,테헤란로64길,일반상업,업무,25m미만,18.64, ,"11,550",null,201412,17, ,2006
서울특별시 강남구 대치동,집합,6*,영동대로,제3종일반주거,제1종근린생활,25m이상,33.25, ,"12,000",-1,201412,17, ,1983
서울특별시 강남구 대치동,집합,8**,선릉로86길,일반상업,제2종근린생활,25m미만,66.3, ,"32,000",6,201412,19, ,1989
서울특별시 강남구 대치동,집합,5**,삼성로,제3종일반주거,제2종근린생활,25m이상,36, ,"47,500",-1,201412,20, ,2008
서울특별시 강남구 대치동,일반,9**,역삼로,제2종일반주거,제2종근린생활,25m미만,1005.35,402.4,"539,000",null,201412,29, ,1996
서울특별시 강남구 대치동,집합,6**,남부순환로,제3종일반주거,제2종근린생활,25m이상,72.12, ,"105,000",1,201412,30, ,1998
서울특별시 강남구 대치동,집합,6*,영동대로,제3종일반주거,제1종근린생활,25m이상,38.81, ,"11,000",null,201501,2, ,1983
서울특별시 강남구 대치동,집합,9**,선릉로,제3종일반주거,제2종근린생활,25m이상,60.63, ,"37,071",8,201501,12, ,2009
서울특별시 강남구 대치동,집합,9**,선릉로,제3종일반주거,제2종근린생활,25m이상,60.57, ,"36,131",8,201501,12, ,2009
서울특별시 강남구 대치동,집합,9**,삼성로67길,제2종일반주거,제1종근린생활,12m미만,47.67, ,"36,000",1,201501,12, ,2000
서울특별시 강남구 대치동,집합,9**,선릉로,제3종일반주거,제2종근린생활,25m이상,60.63, ,"37,071",8,201501,12, ,2009
서울특별시 강남구 대치동,집합,9**,선릉로,제3종일반주거,제2종근린생활,25m이상,70.14, ,"40,791",8,201501,12, ,2009
서울특별시 강남구 대치동,집합,9**,선릉로,제3종일반주거,제2종근린생활,25m이상,70.14, ,"40,791",8,201501,12, ,2009
서울특별시 강남구 대치동,집합,9**,삼성로67길,제2종일반주거,제1종근린생활,12m미만,47.67, ,"36,000",1,201501,12, ,2000
서울특별시 강남구 대치동,집합,9**,삼성로67길,제2종일반주거,제1종근린생활,12m미만,47.67, ,"36,000",1,201501,12, ,2000
서울특별시 강남구 대치동,집합,9**,선릉로,제3종일반주거,제2종근린생활,25m이상,60.57, ,"36,131",8,201501,12, ,2009
서울특별시 강남구 대치동,집합,9**,역삼로,제3종일반주거,제2종근린생활,25m미만,389.46, ,"230,000",-1,201501,17, ,1978
서울특별시 강남구 대치동,집합,9**,역삼로,제3종일반주거,제2종근린생활,25m미만,203.01, ,"120,000",2,201501,17, ,1978
서울특별시 강남구 대치동,집합,3**,삼성로,제3종일반주거,제1종근린생활,25m이상,44.24, ,"107,000",1,201501,19, ,1979
서울특별시 강남구 대치동,집합,5**,남부순환로,제3종일반주거,제2종근린생활,25m이상,64.51, ,"217,000",1,201502,2, ,1992
서울특별시 강남구 대치동,집합,5**,삼성로,제3종일반주거,제2종근린생활,25m이상,3.64, ,"6,111",2,201502,3, ,2008
서울특별시 강남구 대치동,집합,5**,삼성로,제3종일반주거,제2종근린생활,25m이상,8.35, ,"13,949",2,201502,3, ,2008
서울특별시 강남구 대치동,집합,5**,삼성로,제3종일반주거,제2종근린생활,25m이상,4.38, ,"7,321",2,201502,3, ,2008
서울특별시 강남구 대치동,집합,5**,삼성로,제3종일반주거,제2종근린생활,25m이상,4.11, ,"6,870",2,201502,3, ,2008
서울특별시 강남구 대치동,집합,5**,삼성로,제3종일반주거,제2종근린생활,25m이상,3.93, ,"6,563",2,201502,3, ,2008
