시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,계약년월,계약일,지분구분,건축년도
서울특별시 강남구 개포동,집합,1*,개포로109길,제3종일반주거,제2종근린생활,25m이상,35, ,"50,000",1,201910,21, ,2011
서울특별시 강남구 개포동,집합,1*,개포로,일반상업,제1종근린생활,25m이상,11.24, ,"9,750",null,201910,25, ,1997
서울특별시 강남구 개포동,집합,1**,개포로,제3종일반주거,기타,25m이상,26.46, ,"110,000",null,201910,26, ,1983
서울특별시 강남구 개포동,집합,1*,개포로,일반상업,업무,25m이상,31.91, ,"21,500",null,201910,28, ,1997
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,판매,25m미만,20.32, ,"14,846",null,201910,29, ,1984
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,판매,25m미만,19.81, ,"12,077",null,201910,31, ,1984
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,판매,25m미만,17.68, ,"10,777",null,201911,2, ,1984
서울특별시 강남구 개포동,집합,1**,개포로,일반상업,판매,25m미만,20.32, ,"14,846",null,201911,5, ,1984
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,업무,25m이상,22.55, ,"10,300",10,201812,3, ,1991
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,업무,25m이상,44.26, ,"23,295",null,201812,7, ,2005
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,업무,25m이상,8.64, ,"4,552",null,201812,7, ,2005
서울특별시 강남구 논현동,일반,8*,언주로135길,제1종일반주거,제2종근린생활,8m미만,997.99,400.5,"1,050,000",null,201812,10, ,2018
서울특별시 강남구 논현동,일반,1**,학동로6길,제2종일반주거,제1종근린생활,25m미만,278.08,124.52,"120,500",null,201812,13, ,1994
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,제1종근린생활,25m이상,3969.33,697.1,"3,780,000",null,201812,21, ,1991
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"20,400",11,201812,22, ,2003
서울특별시 강남구 논현동,일반,2**,논현로126길,제3종일반주거,제2종근린생활,8m미만,544.16,187.7,"415,000",null,201812,24, ,2012
서울특별시 강남구 논현동,일반,2**,언주로130길,제3종일반주거,제1종근린생활,25m미만,1673.44,538.7,"1,112,900",null,201812,26, ,1988
서울특별시 강남구 논현동,일반,8*,학동로29길,준주거,제1종근린생활,8m미만,715.4,388.9,"810,000",null,201812,28, ,1986
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,숙박,25m이상,30.03, ,"19,500",5,201901,4, ,2003
서울특별시 강남구 논현동,일반,*,논현로149길,제3종일반주거,제2종근린생활,25m미만,1254.15,295.8,"800,000",null,201901,16, ,1989
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,업무,25m이상,32.8, ,"15,800",13,201902,14, ,1991
서울특별시 강남구 논현동,일반,8*,논현로,제3종일반주거,제2종근린생활,25m이상,596.66,503.1,"1,420,000",null,201902,19, ,1992
서울특별시 강남구 논현동,집합,1**,논현로117길,제2종일반주거,제2종근린생활,8m미만,53.51, ,"33,000",null,201902,28, ,2018
서울특별시 강남구 논현동,일반,2**,선릉로127길,일반상업,제2종근린생활,8m미만,1023.84,260.2,"660,000",null,201903,5, ,2001
서울특별시 강남구 논현동,일반,9*,언주로148길,제3종일반주거,제2종근린생활,25m미만,1777.55,617.2,"720,000",null,201903,7, ,1985
서울특별시 강남구 논현동,집합,2**,봉은사로29길,제3종일반주거,제1종근린생활,8m미만,123.17, ,"58,900",null,201903,12, ,2013
서울특별시 강남구 논현동,집합,2**,봉은사로29길,제3종일반주거,제2종근린생활,8m미만,165.36, ,"79,100",null,201903,12, ,2013
서울특별시 강남구 논현동,집합,8*,학동로,준주거,제2종근린생활,25m이상,79.53, ,"54,735",4,201903,12, ,2019
서울특별시 강남구 논현동,집합,2**,봉은사로29길,제3종일반주거,제2종근린생활,8m미만,202.8, ,"97,000",null,201903,12, ,2013
서울특별시 강남구 논현동,집합,2**,봉은사로51길,제2종일반주거,업무,8m미만,33.75, ,"24,900",2,201903,15, ,2017
서울특별시 강남구 논현동,일반,2**,강남대로112길,제3종일반주거,제2종근린생활,12m미만,1109.52,323,"1,000,000",null,201903,20, ,1990
서울특별시 강남구 논현동,일반,1**,-,제3종일반주거,업무,25m미만,1598.49,480.2,"1,470,000",null,201903,22, ,2009
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,숙박,25m이상,30.03, ,"19,600",6,201903,23, ,2003
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,업무,25m이상,2541.48,720.3,"1,832,000",null,201903,27, ,1986
서울특별시 강남구 논현동,일반,1**,논현로,제3종일반주거,제1종근린생활,25m이상,672,272.6,"658,000",null,201903,27, ,1986
서울특별시 강남구 논현동,일반,2**,선릉로129길,일반상업,숙박,8m미만,603.16,215.5,"530,000",null,201904,1, ,1991
서울특별시 강남구 논현동,일반,8*,논현로132길,준주거,업무,25m미만,560.33,117.12,"163,368",null,201904,8, ,2003
서울특별시 강남구 논현동,일반,2**,선릉로129길,제2종일반주거,제2종근린생활,8m미만,628.29,235.7,"464,000",null,201904,10, ,2004
서울특별시 강남구 논현동,일반,2**,논현로118길,제2종일반주거,제2종근린생활,8m미만,613.56,244.05,"276,000",null,201904,10, ,1990
서울특별시 강남구 논현동,일반,1**,강남대로,일반상업,제2종근린생활,25m이상,1343.29,495.8,"3,090,000",null,201904,19, ,1981
서울특별시 강남구 논현동,집합,5*,학동로,준주거,제2종근린생활,25m이상,78.09, ,"85,000",2,201904,19, ,2004
서울특별시 강남구 논현동,일반,1**,학동로41길,제2종일반주거,제1종근린생활,8m미만,383.68,186,"220,000",null,201904,19, ,1987
서울특별시 강남구 논현동,일반,1**,강남대로128길,제3종일반주거,제2종근린생활,8m미만,456.94,180.4,"430,000",null,201904,22, ,2011
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,업무,25m이상,40.8, ,"18,400",6,201904,22, ,1991
서울특별시 강남구 논현동,집합,2**,-,일반상업,업무,25m이상,77.18, ,"86,500",null,201904,25, ,2007
서울특별시 강남구 논현동,일반,8*,학동로33길,제3종일반주거,제2종근린생활,25m미만,305.68,114,"395,000",null,201904,25, ,1987
서울특별시 강남구 논현동,일반,5*,강남대로,일반상업,업무,25m이상,18606.3,1339.7,"12,550,000",null,201904,29, ,1993
서울특별시 강남구 논현동,일반,1**,학동로6길,제3종일반주거,제2종근린생활,8m미만,163.93,160.7,"245,500",null,201905,4, ,1977
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,업무,25m이상,22.55, ,"10,700",9,201905,15, ,1991
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,제1종근린생활,25m이상,4023.64,338.3,"2,760,000",null,201905,15, ,2011
서울특별시 강남구 논현동,일반,2**,학동로38길,제3종일반주거,업무,8m미만,615.91,222.9,"510,000",null,201905,17, ,1990
서울특별시 강남구 논현동,집합,*,도산대로,일반상업,제2종근린생활,25m이상,21.57, ,"29,500",1,201905,31, ,2003
서울특별시 강남구 논현동,일반,1**,학동로43길,제3종일반주거,업무,8m미만,1624.94,489.6,"1,270,000",null,201906,4, ,2013
서울특별시 강남구 논현동,일반,1*,강남대로146길,제3종일반주거,제2종근린생활,8m미만,540.95,251.5,"570,000",null,201906,5, ,2003
서울특별시 강남구 논현동,일반,8*,학동로33길,준주거,업무,25m미만,2260.12,482.2,"1,550,000",null,201906,18, ,2004
서울특별시 강남구 논현동,일반,6*,논현로150길,제2종일반주거,제2종근린생활,25m미만,788.49,235.5,"565,000",null,201906,23, ,1991
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,18.59, ,"14,950",null,201906,27, ,1978
서울특별시 강남구 논현동,일반,8*,언주로135길,제1종일반주거,제2종근린생활,8m미만,1047.09,379.6,"635,000",null,201906,28, ,2000
서울특별시 강남구 논현동,일반,1**,언주로136길,제2종일반주거,제2종근린생활,8m미만,559.69,224.7,"395,000",null,201906,29, ,1990
서울특별시 강남구 논현동,일반,2**,선릉로127길,일반상업,제2종근린생활,8m미만,1210.09,273.4,"680,000",null,201907,3, ,2007
서울특별시 강남구 논현동,일반,8*,언주로133길,제1종일반주거,교육연구,8m미만,701.25,366,"505,000",null,201907,3, ,1991
서울특별시 강남구 논현동,일반,1**,선릉로145길,제3종일반주거,제2종근린생활,8m미만,1516.67,397.7,"827,000",null,201907,10, ,1998
서울특별시 강남구 논현동,일반,1*,논현로145길,제1종일반주거,제2종근린생활,12m미만,683.08,252,"600,000",null,201907,10, ,2018
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,6.5, ,"4,100",null,201907,16, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,8.58, ,"6,000",null,201907,16, ,2009
서울특별시 강남구 논현동,일반,2**,선릉로,일반상업,업무,25m이상,3680.39,853.1,"3,500,000",null,201907,30, ,1980
서울특별시 강남구 논현동,일반,2**,선릉로,일반상업,업무,25m이상,3680.39,853.1,"3,500,000",null,201907,31, ,1980
서울특별시 강남구 논현동,일반,1**,강남대로112길,제2종일반주거,숙박,12m미만,709.72,241.15,"490,000",null,201907,31, ,1991
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.76, ,"5,400",null,201908,2, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,6.5, ,"6,660",null,201908,2, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"5,440",null,201908,2, ,2009
서울특별시 강남구 논현동,일반,2**,봉은사로29길,제3종일반주거,제2종근린생활,12m미만,344.65,109.65,"225,000",null,201908,6, ,2012
서울특별시 강남구 논현동,일반,1**,선릉로,제3종일반주거,제1종근린생활,25m이상,394.83,237.4,"630,000",null,201908,9, ,1974
서울특별시 강남구 논현동,일반,2**,선릉로129길,일반상업,숙박,8m미만,755.52,256.8,"622,000",null,201908,14, ,1987
서울특별시 강남구 논현동,일반,2**,선릉로121길,제2종일반주거,제1종근린생활,12m미만,1385.99,407.2,"1,040,000",null,201908,24, ,1991
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,19.32, ,"17,700",null,201908,28, ,1978
서울특별시 강남구 논현동,일반,1*,논현로145길,제1종일반주거,제2종근린생활,12m미만,731.06,267.1,"650,000",null,201908,28, ,2018
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,56.26, ,"60,000",null,201909,2, ,2009
서울특별시 강남구 논현동,집합,1**,논현로115길,제2종일반주거,제2종근린생활,8m미만,35.59, ,"26,000",2,201909,4, ,2019
서울특별시 강남구 논현동,일반,1**,논현로,제3종일반주거,제2종근린생활,25m이상,1132.14,330.2,"900,000",null,201909,7, ,1990
서울특별시 강남구 논현동,일반,1**,강남대로,일반상업,업무,25m이상,5054.95,1048.6,"7,685,000",null,201909,11, ,1978
서울특별시 강남구 논현동,일반,3*,논현로,제3종일반주거,제1종근린생활,25m이상,1578.53,349,"1,450,000",null,201909,20, ,2013
서울특별시 강남구 논현동,일반,1**,강남대로114길,제2종일반주거,제2종근린생활,8m미만,709.56,246.5,"480,000",null,201909,23, ,1992
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,42.77, ,"12,839",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,16.74, ,"5,025",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,23.65, ,"7,100",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,39.34, ,"11,809",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,46.35, ,"13,914",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,43.24, ,"12,980",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,26.89, ,"8,072",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,35.28, ,"10,591",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,57.95, ,"17,396",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,39.66, ,"11,905",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,32.15, ,"9,651",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,22.05, ,"6,619",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,39.41, ,"11,830",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,46.46, ,"13,947",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,33.63, ,"10,095",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,40.83, ,"12,257",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,21.71, ,"6,517",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,24.47, ,"7,346",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,35.82, ,"10,753",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,32.07, ,"9,627",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,27.9, ,"8,375",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,26.07, ,"7,826",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,28.78, ,"8,640",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,28.42, ,"8,531",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,25.75, ,"7,730",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,27.55, ,"8,270",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,27.69, ,"8,312",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,19.35, ,"5,809",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,23.43, ,"7,033",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,43.3, ,"12,998",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,45.26, ,"13,587",null,201909,24, ,2004
서울특별시 강남구 논현동,집합,1**,도산대로46길,제2종일반주거,제1종근린생활,25m미만,42.03, ,"12,617",null,201909,24, ,2004
서울특별시 강남구 논현동,일반,6*,도산대로,일반상업,제1종근린생활,25m이상,6412.98,890.9,"4,370,000",null,201910,1, ,1998
서울특별시 강남구 논현동,일반,9*,도산대로54길,제2종일반주거,제2종근린생활,8m미만,778.81,292,"894,000",null,201910,10, ,2017
서울특별시 강남구 논현동,일반,9*,선릉로145길,제2종일반주거,제2종근린생활,25m미만,680.46,249.8,"520,000",null,201910,18, ,2014
서울특별시 강남구 논현동,집합,1**,논현로115길,제2종일반주거,제2종근린생활,8m미만,39.6, ,"27,000",2,201910,18, ,2019
서울특별시 강남구 논현동,일반,3*,학동로23길,제2종일반주거,제2종근린생활,8m미만,1453.01,410.6,"980,000",null,201910,18, ,2014
