시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,계약년월,계약일,지분구분,건축년도
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"21,000",9,201705,16, ,2003
서울특별시 강남구 논현동,일반,2**,언주로,일반상업,제1종근린생활,25m이상,1272.96,359.6,"800,000",null,201705,17, ,1991
서울특별시 강남구 논현동,일반,8*,언주로135길,제1종일반주거,제2종근린생활,8m미만,1557.4,783.6,"1,062,000",null,201705,19, ,2003
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제1종근린생활,8m미만,18.59, ,"9,500",null,201705,21, ,1978
서울특별시 강남구 논현동,일반,9*,도산대로54길,제2종일반주거,제2종근린생활,25m미만,793.5,256.6,"685,000",null,201705,26, ,1996
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,18.64, ,"11,700",null,201706,2, ,1978
서울특별시 강남구 논현동,집합,1**,논현로119길,제2종일반주거,제2종근린생활,8m미만,88.07, ,"40,000",null,201706,6, ,2017
서울특별시 강남구 논현동,집합,1**,논현로119길,제2종일반주거,제2종근린생활,8m미만,25.7, ,"17,000",1,201706,6, ,2017
서울특별시 강남구 논현동,집합,2**,봉은사로33길,제2종일반주거,제2종근린생활,8m미만,19.32, ,"10,000",null,201706,7, ,1978
서울특별시 강남구 논현동,집합,5*,학동로,준주거,제2종근린생활,25m이상,42.7, ,"104,000",1,201706,7, ,2004
서울특별시 강남구 논현동,일반,2**,봉은사로49길,제2종일반주거,업무,8m미만,2716,701.1,"1,111,100",null,201706,9, ,2004
서울특별시 강남구 논현동,일반,1**,논현로123길,제2종일반주거,제1종근린생활,8m미만,339.55,169.9,"199,000",null,201706,14, ,2004
서울특별시 강남구 논현동,일반,1**,논현로123길,제2종일반주거,제1종근린생활,8m미만,339.55,169.9,"199,000",null,201706,14, ,2004
서울특별시 강남구 논현동,일반,7*,논현로146길,제3종일반주거,제2종근린생활,8m미만,482.27,186,"340,000",null,201706,14, ,1986
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"20,900",9,201706,16, ,2003
서울특별시 강남구 논현동,일반,1*,논현로145길,제2종일반주거,제2종근린생활,8m미만,801.72,379.5,"460,000",null,201706,21, ,1976
서울특별시 강남구 논현동,일반,1**,언주로146길,제2종일반주거,제2종근린생활,8m미만,622.14,207.9,"330,000",null,201706,22, ,1993
서울특별시 강남구 논현동,일반,2**,봉은사로5길,제3종일반주거,제1종근린생활,8m미만,574.75,195.1,"410,000",null,201706,24, ,1997
서울특별시 강남구 논현동,일반,2**,선릉로127길,제3종일반주거,제1종근린생활,8m미만,411.36,440.6,"720,000",null,201706,26, ,1974
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"21,000",8,201706,28, ,2003
서울특별시 강남구 논현동,일반,1**,학동로,제3종일반주거,제1종근린생활,25m이상,454.31,156.4,"400,000",null,201706,29, ,1994
서울특별시 강남구 논현동,일반,7*,도산대로30길,제1종일반주거,제2종근린생활,8m미만,164.25,218.41,"185,900",null,201706,29, ,1989
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"21,000",8,201706,30, ,2003
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"20,000",7,201707,1, ,2003
서울특별시 강남구 논현동,일반,*,논현로149길,제3종일반주거,제2종근린생활,8m미만,611.06,205.6,"330,000",null,201707,5, ,1988
서울특별시 강남구 논현동,일반,2*,-,제3종일반주거,제2종근린생활,8m미만,1815.53,467.5,"1,390,000",null,201707,6, ,2017
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"21,000",10,201707,10, ,2003
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"4,877",1,201707,13, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,6.8, ,"6,246",1,201707,13, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"4,877",1,201707,13, ,2009
서울특별시 강남구 논현동,일반,2**,선릉로121길,제2종일반주거,제2종근린생활,12m미만,1385.99,407.2,"800,000",null,201707,14, ,1991
서울특별시 강남구 논현동,일반,8*,-,제1종일반주거,제1종근린생활,8m미만,266.87,400.5,"484,000",null,201707,18, ,1992
서울특별시 강남구 논현동,집합,1**,학동로20길,제2종일반주거,제2종근린생활,8m미만,220.95, ,"110,000",null,201707,19, ,2009
서울특별시 강남구 논현동,집합,1**,학동로20길,제2종일반주거,제2종근린생활,8m미만,22.7, ,"18,000",1,201707,19, ,2009
서울특별시 강남구 논현동,집합,1**,학동로20길,제2종일반주거,제2종근린생활,8m미만,184.6, ,"107,600",2,201707,19, ,2009
서울특별시 강남구 논현동,일반,2**,봉은사로,일반상업,제1종근린생활,25m이상,455.28,543.1,"1,530,000",null,201707,20, ,1992
서울특별시 강남구 논현동,일반,1**,강남대로122길,제2종일반주거,제1종근린생활,12m미만,817.86,278.1,"430,000",null,201707,28, ,1993
서울특별시 강남구 논현동,일반,3*,논현로145길,제3종일반주거,제2종근린생활,8m미만,603.3,230.7,"350,000",null,201707,28, ,1989
서울특별시 강남구 논현동,집합,2**,학동로,일반상업,업무,25m이상,69.32, ,"57,000",15,201707,31, ,2005
서울특별시 강남구 논현동,일반,9*,도산대로,일반상업,제2종근린생활,25m이상,4026.1,910.3,"3,100,000",null,201708,7, ,1990
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,453.44, ,"180,000",null,201708,9, ,2003
서울특별시 강남구 논현동,일반,1**,선릉로,제3종일반주거,제1종근린생활,25m이상,165.48,52.44,"90,000",null,201708,10, ,2006
서울특별시 강남구 논현동,일반,8*,학동로,준주거,제2종근린생활,25m이상,918.4,347.2,"890,000",null,201708,16, ,1986
서울특별시 강남구 논현동,집합,1**,언주로146길,제3종일반주거,제2종근린생활,25m미만,36.34, ,"24,700",null,201708,18, ,1986
서울특별시 강남구 논현동,일반,1**,학동로53길,제2종일반주거,제2종근린생활,8m미만,277.71,235,"420,000",null,201708,18, ,1980
서울특별시 강남구 논현동,일반,2**,학동로46길,제1종일반주거,업무,12m미만,399.89,485.7,"545,000",null,201708,21, ,1978
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"4,406",null,201708,25, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"4,406",null,201708,25, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.76, ,"4,782",null,201708,25, ,2009
서울특별시 강남구 논현동,집합,1**,학동로43길,제2종일반주거,판매,8m미만,5.31, ,"4,406",null,201708,25, ,2009
서울특별시 강남구 논현동,일반,2**,-,일반상업,제2종근린생활,25m이상,17887.95,4610.9,"9,580,000",null,201708,29, ,1986
서울특별시 강남구 논현동,집합,*,도산대로,일반상업,제1종근린생활,25m이상,65.52, ,"77,500",1,201708,31, ,2003
서울특별시 강남구 논현동,일반,1**,강남대로118길,제2종일반주거,제2종근린생활,12m미만,313.71,146.2,"320,000",null,201709,2, ,2001
서울특별시 강남구 논현동,일반,7*,논현로142길,제1종일반주거,제2종근린생활,8m미만,998.66,435.8,"645,000",null,201709,14, ,2010
서울특별시 강남구 논현동,집합,*,도산대로24길,제3종일반주거,제2종근린생활,25m미만,97.99, ,"76,327",1,201709,15, ,2003
서울특별시 강남구 논현동,집합,*,도산대로24길,제3종일반주거,제2종근린생활,25m미만,97.99, ,"73,700",2,201709,15, ,2003
서울특별시 강남구 논현동,집합,*,도산대로24길,제3종일반주거,제2종근린생활,25m미만,267.94, ,"182,182",null,201709,15, ,2003
서울특별시 강남구 논현동,집합,*,도산대로24길,제3종일반주거,제2종근린생활,25m미만,90.17, ,"70,230",1,201709,15, ,2003
서울특별시 강남구 논현동,집합,*,도산대로24길,제3종일반주거,제2종근린생활,25m미만,109.57, ,"72,314",null,201709,15, ,2003
서울특별시 강남구 논현동,집합,*,도산대로24길,제3종일반주거,제2종근린생활,25m미만,85.73, ,"64,479",2,201709,15, ,2003
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"21,000",10,201709,16, ,2003
서울특별시 강남구 논현동,일반,6*,-,제2종일반주거,제1종근린생활,8m미만,1068.17,363.2,"500,000",null,201709,21, ,1989
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"20,000",11,201709,26, ,2003
서울특별시 강남구 논현동,일반,9*,언주로146길,제2종일반주거,제2종근린생활,25m미만,615.48,284.4,"500,000",null,201709,28, ,1986
서울특별시 강남구 논현동,일반,9*,언주로150길,제2종일반주거,제1종근린생활,8m미만,1455.47,378.2,"760,000",null,201709,30, ,1994
서울특별시 강남구 논현동,집합,2**,봉은사로,일반상업,제2종근린생활,25m이상,30.03, ,"20,000",7,201710,17, ,2003
서울특별시 강남구 논현동,일반,6*,논현로150길,제2종일반주거,제2종근린생활,25m미만,691.81,256.5,"555,000",null,201710,17, ,1985
서울특별시 강남구 논현동,일반,2**,논현로128길,준주거,제2종근린생활,25m미만,1405.16,330.5,"1,070,000",null,201710,21, ,1992
